naziv,opis,datum_od,stevilo,sifra_prizorisca
Tečaj prepoznavanja ptičjega petja: praktični del,izletu preverili pridobljeno teoretično znanj prepoznavanju ptičjega oglašanja petja poskušali prepoznati različn tipe oglašanja preizkusili prepoznavanju vrst foto tilen basl,2020-04-11 09:00:00,1783,2597803863649991
Prešernov smenj 2020,prešernov smenj oden kranj podobo stoletja obudi spomin največjega pesnika franceta prešerna najbolj prepoznavnih slovenskih prireditev kulturnem prazniku februarja ulicah kranja predstavili številni rokodelski mojstri domač umetnostn obrti zadon pevski zbori recitiralo prešernov pesmi zavrtel folklorn skupin zaigrali lajnarji mestu sprehajali meščani značilnih meščanskih opravah kranjsko hišo pridružit vodenemu ogledu kranja srcu ogledu rovov starim kranjem mestu lahko zapeljali kočijo otroci lahko jahali pravega ponija mestnih hišah odvijali številni kulturni dogodki zato mestnega vrveža vstopit mestno knjižnico tiskarni jožefa blaznika številna javna vodenja razstavah gorenjski muzej prešernovo hišo kranjsk galerij layerjevo hišo obzidj gradu khislstein program prešernovim gledališčem kranj slavnostna otvoritev prireditv nastopi pevskih zborov recitacij bodeč neže gimnazija franceta prešerna gimnazija kranj klub liberiu cerklj kostanarji kpz mysterium kranjski furmani mepz dobrava naklo mepz lipnica kamna gorica mepz petra liparja mepz svoboda stražišč mepz vrelec mopz maj kranska kuhna predvajani odseki predstav prešeren izvedbi prešernovega gledališča kranj prešernovo gledališč kranj vodeni ogledi prešernovega gledališča slovenskem kulturnem prazniku prešernovo gledališč kranj ponovno odprlo vrata vabimo zaodrj skrite kotičk gledališča kjer ustvarjajo predstav angažiranosti obiskovalcev odvisno vodiči razkrili anekdoto obiskovalcem gledališča običajno skrita prešernov gaj polaganj venca spomeniku franceta prešerna glavni trg vodnjaku nastopi folklornih skupin ozara lonca naklo iskraemeco lesc sava kud mali preddvor šenčur vodic promenadni koncert pihalnega orkestra mok koncert slovenski oktet staro mestno jedro sejem domač umetnostn obrti festiv lajnarjev kranjska hiša voden ogl kranja prešernovi poti zbor kranjsko hišo voden ogl rovov starim kranjem zbor kranjsko hišo prešernovim spominskim muzejem oznanilo mestnega glasnika spremstvu kranjsk gard maistrov trg igrani prizori prešernovega življenja pesmi povodni mož primičeva julija langu cerkvi kancijana manufaktura mojster janez natisnit prešernovo zdravljico poseben papir način tiskali času življenja franceta prešerna ostal trajni spomin prešernov dan slovenski kulturni praznik cerkev kancijana tovarišev glasbena skupina dlan predavanj ddr igorja grdina prešeren krščanstvo komorni zbor gallu pungert jahanj konjičkov otroški stolp pungert krančkov zajtrk slovenski tradicionalni zajtrk stolpu prešerni dan igriv program otrok mame očk kolaž sestavljanka prešeren kranju ustvarjalna igra otrok mame očk beethoven obisku koncert violino flavto kavarna khislstein spominski foto kotiček spominsko fotografijo imel babic vabljeni kavarno khislstein kjer lahko preoblečet gospodo stoletja odneset trajni spomin prešernovo mesto jenkova soba predstavitev simona jenka življenjepi delo branj recitiranj jenkovih pesmi pesmi sodobnikov kabinet izumitelja puharja vstopit izumitelja janeza puharja odkrijt skrivnostni svet fotografij iluzij ugank slovenski fotograf izumitelj fotografij steklo avtor pravega fotografskega selfija janez puhar dobil spominsko hišo kulturni kranja obiskovalc puhar razveseljuj doživljajskima igrama lov izgubljeno fotografijo nov interaktivni način odkrivanja skritih kotičkov mesta puharjev skrivni laboratorij ugank šifr odpelj puharjevo skrivnost odkrivanja barvn fotografij hiša magnet oči zato obisk miniti obveznega portretiranja mobilnim telefonom prinesit selfi stick pripravit brezčasno poziranj puhar firstselfi layerjeva hiša doroteja dolinšek soncem sinhrono faza odprtj razstav galerija stolpa škrlovec urbani sprehod kulturni kranja voden ogl layerjev hiše začetek galeriji stolpa škrlovec radharani pernarčič izumij praskic castra fik ark voden ogl razstav galerija layerjev hiše gal grobovšek konec otroštva odprtj razstav mergentalerjeva ulična galerija layerjev hiše tamtama janez dolinšek daleč voden ogl razstav kavarna layerjev hiše zadnja vaja premierna predstavitev zbornika naravovarstven poezij terasa layerjev hiše zadnja vaja odprtj razstav galerija mahlerca terrafolk violin duo bojan cvetrežnik barja drnovšek stolp škrlovec mestno knjižnico kranj vožnja kočijo krožna vožnja kočijo mestn knjižnic kranj prešernovega gaja vstopnic voljo informacijski stojnici mestno knjižnico kranj mestna knjižnica kranj prešerni križemkraž delavnica pomočjo reševanja posebno prešern križank spoznajt skrite kotičk knjižnic poiščit slovensk knjižn junak najmodrejšega člana mestn knjižnic kranj tiskarna jožefa blaznika mojster blaznik pomočnik kaligrafinja kostumih stoletja opremi demonstracijo tiska prikazali začetk črne umetnosti mojstrsko ročno tiskarstvo repliki stare tiskarsk delavnic izviren prikaz veščin vključuj ročn tehnološk postopk tisku lahko preizkusili obiskovalci sami prešerna ustvarjalnica otrok prešerna pravljica prešerna pravljica bitka pesnikov kud improvizirana predstava gorenjski muzej javno vodstvo stalni razstavi prelepa gorenjska grad khislstein vodi mag monika rogelj otroška delavnica izdelajmo uro grad khislstein literarno predavanj bleiwei prešernov kult gost marijan dović sazu javno vodstvo razstavi peščeni prehod mestna hiša domen dimovski krajši koncert citrarsk skupin notic mestna hiša javno vodstvo sili vojak prisilno mobilizirani gorenjci nemško vojsko grad khislstein vodi jože dežman javno vodstvo babičin skrinj ljudska umetnost gorenjskem mestna hiša vodi mag tatjana dolžan eržen javno vodstvo občasni razstavi blesku kovinsk oprav grad khislstein vodi veronika pflaum javno vodstvo stalni razstavi lojz dolinar mestna hiša vodi ddr damir globočnik javno vodstvo stalni razstavi franc prešeren življenj delo prešernova hiša vodi gašper peternel shoe muz kranjskem parnasi galerija prešernovih nagrajencev likovno umetnost kranj branj poezij predstavitev pesnišk zbirk tišina motni poletni noči nagrajenca prešernovega sklada jureta jakoba odprtj fotografsk razstav toneta stojka portreti prešernovih nagrajencev prešernovo gledališč kranj shoe muz kranjskem parnasi srečanj prešernovimi nagraj prešernovem gledališču srečanj prešernovimi nagraj tradicionalnem pogovoru patricijo maličev vabljeni druženj nagraj dobili najvišja državna priznanja področja kultur umetnosti romantiko stoletja letnici prešernovega smenja lahko postanet del mode stoletja nakupom cilindra kartona stojnici kranjsko hišo glavnem trgu odprt trgovin vabljeni obiščet trgovin odprt prešerno ponudbo prireditev omogoča mestna občina kranj organiz prireditv zavod turizem kulturo kranj soorganizatorji prireditv prešernovo gledališč kranj gorenjski muzej galerija prešernovih nagrajencev kranj mestna knjižnica kranj zavod carnica,2020-02-08 10:00:00,1221,203215973039711
"Siddharta • Akustično, 7. 3. 2020, Tolmin",siddharta prihaja sklopu akustičn turnej nomadi marca tolmin vstopnic eventim petrol ticket spletni nakup siddharta največjih imen slovenski glasbeni sceni pot začela dobrima desetletjema takrat štiričlanska zasedba ime nadela naslov romana nemškega pisatelja hesseja drugačnosti zato zvok obogatili saksofonom klaviaturami izdaji prvenca dosegel platinasto naklado skupina kmalu podala medijski pohod trenutku postala slovenski fenomen letih sledila siddharta uveljavila največjih imen slovenski glasbeni sceni pesmi prežet unikatnim siddhartinim zvokom zasidral srca poslušalcev edini lunanai soncu ledena naiven ple medrevesa siddhartinih uspešn del železnega repertoarja slovensk rock scene akustičn izvedb pesmi skupino prikazujejo novi luči siddharta vedno ostaja zvesta zvoku album nomadi studijski album izšel septembra vsebuj pesmi nastajal budnim očesom kamer poslušalcev dan izida skupina obeležila velikim koncertom razprodani ljubljanski hali tivoli priče vseslovensko dvoransko turnejo siddharta letu prejela več nagrad zlata piščal pesem medrevesa pesem leta album leta nomadi izvajalca leta video siddharta dolga pot domov unplug siddharta rave unplug siddharta ledena unplug siddharta nastalo unplug link,2020-03-07 19:30:00,1213,106192166078872
"Relja in Dinna (PETEK, 21.2.)",amor zove kaze halo bebi sanjam bele jaht ceo zivot prate amor zove kaze halo bebi hocu lanc zlatn oko sata dijamant petek najboljši počitniški žur prihaja relja pomot žur počitniški tukaj počivanja žur jutranjih gre life pripravit največjo zabavo daleč rezervirajt mizo slišali hite tuga porschea make balkan meduza princeza belom amor latino evropa jako lom pakao zene opet nema predprodaja vstopnina vratih info vip rezervacij lifediskoteka gmailcom lifeklubdomzal,2020-02-21 22:00:00,517,1771102423143566
Predavanje priznanega gestalt psihoterapevta Jana Roubalta,društvo sloge sodelovanju sfu ljubljana organizira predavanj priznanega gestalt psihoterapevta jana roubala terapevtov lastn izkušnj strategij dela depresivnimi klienti četrtek predavalnici sfu ljubljana trubarjeva cesta ljubljana predavanj angleščini vstop prost toplo vabljeni več dogodku lahko preberet povezavi,2020-02-13 18:00:00,582,185657051619321
Estrada ~ MC Stojan x JNX x Doublez,ole ole ole hajd dodji brzo stojana ole ole odlaziš ostajem miami mogu segrevanj ozračja poskrbel dobro znan jnx pridružuj mlad vzhajajoč doublez start vstopnina vstopnico kupljeno predprodaji vstop možen ure predprodaja začn ponedeljek kart možno kupiti olaiicom omv promotorjih paket paket paket velikega zanimanja vstopnico zagotovit čimprej število omejeno povabi prijatelj deli dogodek sodeluj nagradnih igrah brezplačn vstopnic boat izbiri več age limitstarostna omejitev vstop možen osebnim dokumentom vozniškim dovoljenjem dijaška slika telefonu ipd veljajo rezervacij miz inbox vip vključuj mizo boat izbiri kart ostal mize vključuj mizo boat izbiri mizo potrebno plačati roku dni rezervacij prevzeti dan dogodka xtime klub osojnikova cesta ptuj,2020-03-20 21:00:00,671,1551197985160217
Noči v stari Ljubljani 2019,avgust august novi trg otvoritev festivala noči stari ljubljani the open concert event with big band rtv slovenia big band rtv slovenija gosti big band rtv slovenia with guest dirig conductor lojz krajnčan solisti soloist boštjan gombač slovenija pihala wind instrument goran bojčevski makedonijaslovenija klarinet clarinet marina martensson švedskaslovenija vokal vocal nino mureškič slovenija tolkala percuss otvoritveni koncertni dogodek radijskim big bandom karizmatičnimi glasbeniškimi osebnostmi švedskoslovensko pevko marino martensson makedonskoslovenskim klarinetistom goranom bojčevskim slovenskim multiinstrumentalistom boštjanom gombačem slovenskim tolkalistom ninom mureškićem the open concert event with big band rtv slovenia and four charismat musician swedishslovenian singer marina martensson macedonianslovenian clarinetist goran bojčevski slovenian multiinstrumentalist boštjan gombač and slovenian percussionist nino mureškič babra madžarska hungari dániel koller tambur tambura dávid pozsonyi tambura tolkala vokal tambura percuss vocal benedek réti harmonika accordion benc babcsán tambura pihala vokal tambura wind instrument vocal veronika varga berda vodilni vokal tambura bass lead vocal madžarski kvintet zvočnosti tambur harmonik pihal povezuj južnoslovansko izročilo podonavja urbano navdihnjenimi oblikami muziciranja the hungarian quintet connect the south slavic tradit the danub region with urbaninspir form music style the sound tambura accordion and wind instrument dvorni trg the balkan experi song and ritual srbija makedonija slovenija serbia macedonia slovenia jelena soro vokal oboa vocal oboa brigita marko vokal vocal tea vidmar vokal vocal dejan jovanov tolkala percuss ljudsko glasbeno izročilo slovenij turčij tradicionalno postavitev večglasno petj spremljavi tolkal iščejo glasbeniki nov izraz kontekstu vsebinsk harmonsk izrazn vpetosti današnji prostor folk music tradit from slovenia turkey through tradit set polyphon sing accompani percuss the musician seek new express the context content harmon and express integr today space and time baro drom orkestar italija itali modestino musico harmonika accordion vieri bugli električna violina electr violin michel staino električni kontraba electr doubl bass gabriel pozzolini bobni tolkala drum percuss eksplozivna power gipsi danc zasedba firenc glasbi pretaplja vplive balkansk armensk folklor klezmerja pizzic italijanskega ljudskega plesa the explos power gipsi danc band from florenc mix influenc balkan and armenian folklor well klezmer and italian folk danc pizzica primeru dežja novem trgu case rain novi trg stari trg shaun ferguson kanada canada shaun ferguson vokal kitara vocal guitar julien breau kontraba doubl bass marieandré gaudet violina violin večer avtorskih kompozicij kitarista skladatelja raziskuj širok nabor žanrov sodobnih folk prak odpira eterično svobodno zvočnost even origin composit guitarist and compos who explor wide ring genr and contemporari folk practic and open them ether free sonor invis world češka turčija srbija czech republ turkey serbia efe turumtay violina violin nikola zarić harmonika accordion tomáš liška kontraba doubl bass kamil slezák bobni tolkala drum percuss mednarodna zasedba prepleta jazz koloritom mediterana jugovzhodn evrop zrcali vplive manjšin srbske turšk sodobno češko sceno the intern ensembl mix jazz with the color the mediterranean and southeastern europ and reflect the influenc minor mainli serbian and turkish the contemporari czech scene gornji trg dagadana poljska ukrajina madžarska poland ukrain hungari daga gregorowicz vokal elektronika vocal electron dana vynnytska vokal klaviatur vocal keyboard wawrzyniec topa kontraba vokal doubl bass vocal péter somo bobni drum zapeljiva zvočna zme folklorn zapuščin poljskoukrajinskega bazena elektronskega etno groova seduct sound mix folklor legaci from polishukrainian basin and electron ethno groov primeru dežja starem trgu case rain stari trg plečnikov plesn arkad adamičlundrovo nabrežj embank korak tango arkadami tango neverbalni intuitivni jezik več ple glasbeni slog način življenja čarobnost tanga popolnem zavedanju pozornosti partnerja trenutku plesalca začutita glasbo energiji zlijeta duši povežeta najbolj lahen dotik postan najmočnejš vodstvo tango nonverb intuit languag that than just danc music style way life the magic tango full awar and attent the partner the moment when the dancer feel the music and their energi blend into their soul connect and the light touch becom the strong leadership vstop prost avgust august novi trg hamsa hamsa španija izrael spain israel anna casado vokal vocal lluc riba saksofon saxophon ofer ronen oud kitara oud guitar jon unanua kitara bass guitar albert enkaminanko bobni tolkala drum percuss španskoizraelska zasedba gradi mostov mediteranskimi kulturami povezujoč zvoke flamenko kitar arabsk lutnj židovsko sefardsko glasbeno tradicijo thi spanishisra band build bridg between mediterranean cultur link the sound flamenco guitar and arab lute with jewish sephard music tradit surealista argentina italija argentina itali jeremía cornejo vokal kitara ukulel vocal guitar ukulel agustín cornejo vokal kitara vocal guitar tommaso iacoviello trobenta trumpet joaquín cornejo vokal klavir tolkala vocal piano percuss gianni valenti tenor saksofon tolkala tenor saxophon percuss matteo bonti kitara vokal bass guitar vocal pietro borsò bobni drum simon padovani tolkala percuss glasbeniki avtorskih pesmih latino ritmih sprehajajo nostalgijo tanga flamenka jazzovska razpoloženja realizem italijanskega juga koder izvirajo predniki strastno plesnost latinskoameriškega sveta their song and latin rhythm the musician stroll through nostalgia tango and flamenco jazz mood the realism the italian south where their ancestor origin and the passion danc rhythm the latin american world dvorni trg sankofa choir gabon zimbabv burundi gvineja kenija komori slovenija gabon zimbabw burundi guinea kenya comoro slovenia pevski zbor sankofa the sankofa choir igor leonardi kitara guitar damir mazrek tolkala percuss španskoizraelska zasedba gradi mostov mediteranskimi kulturami povezujoč zvoke flamenko kitar arabsk lutnj židovsko sefardsko glasbeno tradicijo uniqu intercontinent music compound choral harmoni between the local sloven sing nation and the sloven african the concert africa most beauti tradit song accompani transgenr instrument master igor leonardi and damir mazrek nesesari kakalulu slovenija slovenia matej podobnik trobenta trumpet jure sulič pozavna trombon rok černic električna kitara electr guitar vasja kavčič akustična kitara acoust guitar timi vremec kitara bass guitar žiga ipavec tolkala percuss urban kušar bobni drum aljaž maček djemb zvočni ritual osmeric zanesenjakov navdihujejo podsaharska tolkalska poliritmija afrobeat funk jazzovskoduhovni repertoar magija interakcij glasbili sound ritual eight enthusiast inspir subsaharan percuss polyrhythmia afrobeat funk jazzspiritu repertoir and most all the magic music instrument interact stari trg kvartet adam klemm saksofon saxophon milan stanisavljev klavir piano goran rukavina kontraba doubl bass ratko divjak bobni drum klasična kombinacija retro pridihom jazz standardi energija prekaljenih sloveniji živečih glasbenikov različnih koncev nekdanj skupn države classic combin with retro touch jazz standard with the energi experienc musician live slovenia from differ part the former yugoslavia gornji trg duo nadezda tokareva lovorka nemeš dular rusija slovenija russia slovenia nadežda tokareva violina violin lovorka nemeš dular klavir piano dobr stare uspešnic jazzovskobluesovskega repertoarja kanec tanga nueva mojstrskim dotikom dua klasičnih glasben good old hit from the jazzblu repertoir with trace tango nuevo and the master touch the duo classic musician mestni muzej program radia slovenija nočeh stari ljubljani arsov forum predlogu novega zakona medijih studio forum the propos for new medium law voditelj host marko golja sila spomina večer poezij franceta prešerna ivana cankarja slovenskem nemškem jeziku novi prevodi boštjana dvoržaka program zkp rtv slovenija večeru poezij predstavljata dvojezični projekt zvočn knjige the power memori poetri franc prešeren and ivan cankar sloven and german new translat boštjan dvoržak phd and present the bilingu audiobook project nastopata perform aleš valič and remond spremljavi pianista accompani pianist gregorja jagodiča režija director alen jelen iden elektroakustična opera electroacoust opera glasba music bojana šaljić podešva scenarij screenwrit tina kozin saška rakef režija director saška rakef glasben interpretinj music interpret katja konvalinka barbara krajnc avdić nika rozman nataša živkovič pripovedovalci narrat lucija grm matej bernard stramič zbor choir tesa drev tadeja krečič andrej rot ana johana scholten maja žvokelj ambientalnem akustičnem primeru kuronsk sipin geografskega pojava litvi opera razmišlja konfliktih interesov vpisanih kuriranj nacionalnih parkov sprašuj skriva človekovim prizadevanjem ohranitev biotsk raznovrstnosti with the ambient acoust research the curonian spit geograph phenomenon lithuania the opera reflect conflict interest enrol the curat nation park and wonder what lie behind the human quest for conserv biodivers pernahtna nit ljoba jenč let slovenija slovenia ljoba jenč gla gong pojoči kamenčki voic gong sing stone zoran škrinjar klavir piano lenart krečič saksofon saxophon legendarna umetniška posrednica ljudskega izročila prireja recit lepa vida avtorsko podoživetimi ljudskimi pesmimi our legendari folkart mediat mark her anniversari perform recit lepa vida with her own interpret tradit folk song plečnikov plesn arkad adamičlundrovo nabrežj embank dancefloor arkad open air parti spoznaj salso bachato kizombo zapleši najboljšimi plesalci plesalkami ljubljani ekipa plesnega studia dancefloor priznani dji get know salsa bachata kizomba and danc with the best dancer ljubljana the dancefloor danc studio team and renown will with you vstop prost avgust august novi trg gulaza izrael israel igal gulaza vokal tolkala vocal percuss yair hashahar kitara guitar leat sabbah violončelo cello david dagmi džumbuš tolkala jumbush percuss izraelska zasedba arabska glasba moški vokal ženskimi pesmimi jemna prepletenimi sodobnim instrumentalnim stavkom isra ensembl and arab music male vocal with femal song from yemen intertwin with modern instrument textur taman bosna hercegovina slovenija bosna and herzegovina slovenia maida džinić vokal vocal jelena ždrale violina vokal violin vocal luka ropret kitara guitar nino gleria kontraba doubl bass marjan stanić bobni drum sevdah inovativnimi glasbeniki tradicionalnemu bosanskemu žanru vdihujejo spontanost sevdah with innov musician who breath spontan into the tradit bosnian genr dvorni trg ljubljanska feria kud luna gitana ulično praznovanj zvokih flamenka zgledu slikovitih andaluzijskih glasbeno razvajanj brbončic uživanj španski glasbi plesu street celebr with the sound flamenco inspir picturesqu andalusian citi music indulg enjoy spanish music and danc vruja slovenija slovenia gorast radojević piccolo električna kitara piccolo bass electr bass guitar niki germovšek violina violin veronika vižintin kahon cajon alenka kranjac vokal vocal marino kranjac vokal violina kitara dude pihala vocal violin guitar bagpip wind instrument gabrijel križman vokal kitara mandola flavta vocal guitar mandola flute kaligarič harmonika accordion vruja istrski studenec trijezičnega večkulturna izročila glasbenišk iskrivosti značiln primorsk izvajalc vruja the istrian spring trilingu and multicultur tradit and music sparkl typic coastal artist goran bojčevski quintet makedonija slovenija macedonia slovenia goran bojčevski klarinet clarinet miha petric kitara guitar jan sever klaviatur keyboard žiga kožar bobni drum nejc škofic klaviatur klaviatura keyboard keyboard bass izvirni žanr gorana bojčevskega balkan nuevo povezuj različnosti južnjaškega temperamenta klasičnih struktur balkanskih vzorcev latino glasb goran bojčevski origin genr balkan nuevo connect diver from the southern tempera classic structur from balkan pattern latin music primeru dežja novem trgu case rain novi trg stari trg myrddin flamenko kitara flamenco guitar belgija belgium kitaristični genij nadgrajuj tradicionalni flamenko stil doda virtuoznostjo elementi jazza klasik thi guitar geniu upgrad the tradit flamenco style with virtuos and element jazz and classic music sentido slovenija slovenia urška centa ple palma danc palma mitja obe flamenco dancer ple palma danc palma primož fleischman altovski saksofon flavta alt saxophon flute tomaž pačnik klavir piano nino mureškić tolkala percuss večer muzikalnega koreografirano plesnega čara flamenka etnojazzovskih poudarkih charm even flamenco music and danc with some ethnojazz highlight gornji trg mihael hrustelj trio nizozemska romunija slovenija netherland romania slovenia mihael hrustelj kitara vokal guitar vocal jeroen van ley kitara bass guitar georg panait bobni drum zvočnost zasedb mala enciklopedija glasb sveta balkanska izročila elementi indijsk klasičn glasb sobivajo zahodnimi popularnimi zvrstmi evropsko klasiko the sound the trio small encyclopedia world fusion balkan tradit and element indian classic music coexist with western popular genr and european classic music mestni muzej aleja sniva koncert izbranih udeležencev mojstrskih tečajev petja organizaciji glasben matic concert select particip the sing master class organ the sloven cultur societi glasbena matica plečnikov plesn arkad adamičlundrovo nabrežj embank studio dansa swing plesni večer navduš swinga danc night for all swing enthusiast špica družinski piknik dacia dacia famili picknick cubismo kuba venezuela hrvaška slovenija cuba venezuela croatia slovenia hrvoje rupčić kong vokal conga vocal ricardo luqu vokal vocal davor križić trobenta trumpet nenad grahovac pozavna vokal trombon vocal mario igrec kitara guitar mario penton hernandez klavir vokal piano vocal krešimir tomec kitara bass guitar zdravko barba tabain bobni timbali drum timbal mladen ilić bongi bongo energična plesna mešanica temelji afrokubanskih ritmih zaznamovana nezamenljivim glasbenim slogom ansambla energet blend afrocuban rhythm character the uniqu music style the band which consid the most recogniz thi part europ vstop prost,2019-08-29 20:00:00,3230,1335367456621255
Občinski praznik - Mi2 in Skupina Tequila,program mestni trg kozini dežela napihančkov predstava animacij delavnic pika potuj svetu zabavna poučna predstava spoznavanju kultur običajev glasb delavnic otrok predstavi izdelava afriških mask ple igranj bobn izvaja zavod enostavno prijatelji naravoslovn delavnic osnovnošolsk otrok majo pečar izdelovanj baterij sejem domačih dobrot aktivno doživetj turističnih društev šktd zveza ocizla rodik ktšd prešnica slivj šrd vrhpolj ljudstvo tekačev kolesarsko društvo raketa univerza življenjsko obdobj srečelov jadran pikado tekmovanj velikem nogometnem pikadu dobrodelna akcija rdečega križa zbiranj prispevkov pomoč družinam otrokom stiski občin hrpelj kozina posladek prispevek gostinska ponudba gostinstvo bojan žigant lokalni pivovarji food truck onli soul food večerni nočni program šotorom vremenu harmonikarski orkest nika polesa klapa mirakul tequila nadaljuj tequila vstopnin,2019-08-31 15:00:00,1231,103105619729953
"Koala Voice & MRFY - KluBar, Kranj",top koncerta večeru koala voic koala voic pol desetletja izdali album kangaroo neighbour takoj zelo aktivno vključili slovenski glasbeni prostor mešanico rocka popa disca punka dobro odrsko prezenco priče pohod domačih tujih odrih kisovca ljubljan črnomlja moskv liverpoola talina varšav groningena nastopili pixi ljubljanskih križankah festivalih pohoda exit inmus predlani izdali album wolkenfabrik mnenju manc tilna domna mihe nastavlja ogledalo korakom lanskem letu izšel akustični album koala voic izštekani zadnjih decembrskih dneh leta izdali album woo horsi zveni noro dobro zato spremljat koncert vidimo ostali želji mrfi slovenski javnosti skupina mrfi pokazala odlično sprejetim singlom izdali božični dan leta letu ime najbolj predvjan pesmi valu domač top klic alway leto prelomno dobro sprejet pesmi poslušalci kritiki zače predstavljati vedno večjih pomembnejših odrih septembra izšel album side the stori požel same pozitivn kritik nastopom radijskim predvajanjam mrfi vrsti sinonim skupino posameznikov diha živi razvija glasbo idej izraža povezuj vrata odpremo točno nastopi skupina mrfi nastopa točno začnejo koala voic nastopajo earli bird vstopnic naprej koncertu količina vstopnic omejena zato priporočamo nakup predprodaji prodajno mesto lokal klubar vstop vstopnic lahko kupit predprodaji nakazilom trr povezava evstopnic,2019-12-07 21:00:00,814,274530155913754
Poizpitni žur Ekonomistov ❋ 4.3.❋ @Cirkus,drage ekonomistk ekonomisti neprespani nervozni naveličani učenja časa imuni kavo ostal kofeinsk napitk skrbi izpitno obdobj ure preživet knjigami goro zapiskov dobil epilog poizpitni žur ekonomistov cirkusu veselja žalosti važno skupaj zažurali pomahali semestru slovo nadoknadimo izgubljeno pretegnemo zaležan kosti prebudimo socialno življenj pretresemo cirku zgodnjih jutranjih udeležba obvezna dress code classi most unusu klub cirku trg mladinskih delovnih brigad lokacija bivšega kina vič ljubljana cene vstopnic ticket price predprodaja vstopnic presal konting vstopnic konting vstopnic vip vstopnica eur miza boat steklenica žganja izbiri mikserji vip vstopnic eur informacij povezanief gmailcom vip rezervacij miz rezervacij cirkusklubsi izgubljeni predmeti lose find garderobacirku gmailcom dogodek omogočili povezani študentski svet ekonomsk fakultet študentska organizacija ekonomsk fakultet legionar gym fitn klub študentski žuri ljubljana not for everybodi most unusu supra travel,2020-03-04 23:00:00,564,151434954916436
Bright & Dark side of the 80's,bright side gala hala torul torulsson dark side channel zero hellektro crew fogi najboljša soseda gala hala kud channel zero lanskoletnem predahu združila noč čarovn skupaj načarala zloglasno pregovorno najboljšo halloween žurko mestu skupna vstopnina odpira vrata kluba kjer dogajal dekadentn plesn orgij dolgo dolgo temno noč gali čakajo malc svetlejš zadevic svetovno znanih hitov jugo biserov zlatih channelu prisegajo tršo tematiko najvažnej lahko leto sproščeno sprehajali kluboma ime skrajno dobro čarovniškem meniju kill joke ministri nena the bangl young god duran duran erasur skinni puppi bauhau laibach depech mode spandau ballet bill idol paul young eurythm the cure david bowi yello queen madonna talk head the polic aha inx aerosmith the human leagu kraftwerk nine inch nail deni deni ekv helloweeeen skupna vstopnina music polici,2019-10-31 22:00:00,687,356008681090989
Zabava s skupino Mambo Kings,tradicionalni vuzeniški dnevi zabava skupino mambo king kdaj sreda ure naprej kje šotor igrišču vuzenica nepozaben žur dobro voljo poskrbela skupina mambo king vidimo,2019-08-14 20:00:00,707,112376328774163
TEDxNovomesto 2019,spoštovani ljubitelji idej vrednih širjenja lepih bese dobrodošli dogodku tedxnovomesto vstopnic voljo povezav,2019-12-13 18:00:00,635,159475547414287
Največja razstava eksotičnih živali na prostem,mozirski gaj prihaja največja razstava eksotičnih živali prostem društvom bioexo pripravljamo letošnji šov pitonov ponudil veliko več leta sedaj pitonom pridružili ostali živalski prijatelji društvo ljubiteljev eksotičnih živali bioexo anakonda legvani ptičji pajki orjašk kopensk želv presenečenj sporočata nika aleš društva bioexo največj razstav eksotičnih živali prostem očarali čudov lipic takrat lahko ogledali predstavitev špansk šole jahanja lipic predstava potekala sodelovanju prc krumperk deluj okriljem univerz ljublani konji predstavili študenti promocijsk skupin jahačev vodstvom jahalnega učitelja žarka kariža plačilom vstopnic mozirski gaj imat ogl ogl največj razstav eksotičnih živali prostem cenik vstopnic odrasli študenti dijaki izkaznico družinska vstopnica odrasla več otrok šoloobvezni otroci predšolski otroci vidimo poletni razstavi eksotičnih živali mozirskem gaju,2019-08-15 09:00:00,2076,1621311924809544
"Novi Fosili & Srebrna Krila I 11.09.2019 I Križanke, Ljubljana",koncert legendarnih skupin novi fosili vlado kalemb srebrnimi krili slovenijo letih premora željo skupaj vračata največji najbolj legendarni pop skupini osvajali srca poslušalcev celotnem balkanu spektakel skupin novi fosili offici fan page legendarnega vlada kalemberja srebrnimi krili sredo septembra ure dalj ljubljanskih križankah vstopnic stojiščepart razprodano vip sedišč razprodano zagotovit eventim bencinskih servisih petrol slovenija poslovalnicah pošt slovenij zamudit priložnosti obudit najlepš uspešnic najlepših časov pridružit križankah novi fosili dobra stara vremena milena šuti dječač plavi diridonda srebrna krila vlado kalemb zakuni ljubavi vino usnama lili,2019-09-11 20:00:00,1922,192642001381365
MAMBO KINGS # 26.12. # MARCO POLO # Veseli December,vese decemb diskoteki marco polo nadaljujemo koncertom skupin mambo king program povezov vuki rezervacij vip miz cene vstopnicticket price konting predprodaja dan dogodka dan dogodka rezervacija vip mize balkonu cena locen vip vhod vip vstopnica boat sadj vstop predprodaja vstopnic prodajnih mestih eventim petrol omv trafika kompa nova gorica big bang,2019-12-26 22:00:00,798,190837820966492
