naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Kvalifikacije ze EP 2020: Slovenija - Avstrija,slovenski nogometen reprezentanca začetek oktober nadaljevati kvalifikacija evropski prvenstvo fant najprej gostovati skopje oktober čakati domač obračun avstrija vstopnica prodaja,2019-10-13 20:45:00,4096,108881639168394,0,0.035360213496673905
8. festival Pravljične vasi Leše,preživeti pravljičen dan otrok dopoldan animacijski pohod pravljičen pot srečati pravljičen bitje potreben predprijava ura jedro pravljičen vas potekati glasben ustvarjalen športen delavnica pravljičen vas dobiti pravljičen ime zapisan poseben starinski leškirski pisava leto lahek obiskati otroški pravljičen srečel udeležiti iskanje skrit zaklad pravljičen poslikati obraz udeležiti iskanje zaklad sprehoditi lahek pravljičen tržnica ponujati razen domač izdelek potekati pravljičen zelemenjati kjer lahek ostal obiskovalec izmenjati seme letos lahek prvič pisati pravljičen pošta pravi znamka razglednica pravljičen vas leša manjkati pravljičen bukvaren,2019-09-13 18:00:00,504,1805198269581787,0,0.03479132593258724
"Dražen Zečić & Marko Škugor - Velenje, 22.12.2019",letošnji december posebej pravljičen vrač razprodan uspešnica velik božičen turneja dražen zečić marka škugor gost čakati odličen glasben poslastica najbolj priljubljen splitski pevec pevec trditi imeti angelski glas nedelja december ura rdeč dvorana velenje poceni vstopnica prodaja event petrola slovenija mynights vstopnica parter stojišče kontingent razprodan kontingent volja zadnji kontingent tribuna sedišče razprodan vip stojišče kontingent razprodan kontingent volja zadnji kontingent vključevati poseben pogled poseben vhod poseben sanitarija super vip miza vstopnica veljati oseba kontingent volja zadnji kontingent vključevati miza dober pogled gratis penina poseben vhod poseben sanitarija strežba miza pozor število vstopnica omejen otrok vključno let starost imeti vstop prost sedeti naročje starš del čaroben pravljica prepustiti glasba ogreti srce,2019-12-22 18:00:00,1531,201354919886497,6,0.1090420673152712
"DIsCO KARNeVAL 2020 ● PuSTNA Sobota 22. Februar, Cvetličarna",tradicionalen pusten sobota cvetličaren nastopiti xequtifz vstopnica velik pusten rajanje ljubljana volja mesto event petrola dalja dober maska nagrajen samostojen skupinski priporočati nakup predprodaja vstopnica predprodaja možen vstop vrsta infa rezervacija miza infa cvetlicarnainfa,2020-02-22 22:00:00,975,43956324012,5,0.0191242579951301
IN Flames I prestavljeno na kasnejši datum,flames kino šiški obvestilo ukrep vlada zveza prisiljen prestaviti koncert skupina flames nov datum takoj nov datum koncert znan obvestiti kupljen vstopnica vip paketa veljati nov datum koncert hvala potrpežljivost razumevanje nomad musica concerts švedski metalec flames nastopiti kino šiški prihajati okvir svetoven koncerten turneja predstavitev aktualen studijski plošča maska delovanje obljubljati zažigaški stampedo star železen klasika dober zadnji obdobje flames soditi vpliven pomemben metati skupina zadnji desetletje začetek delovanje let göteborg skupina čas razvijati sled vizija melodičen death metati zgodnji let samosvoj izraz studijski album jester raca clayman rerout remaina com clarity sens purpos sounds fading sirena charms zadnji maska posneti los angelo producent howard benson album maska objavljen požeti velik uspeh zavihteti mesto lestvica švedski avstrija mesto nemčija mesto top rocka anda metati albums flames vzornik številen poznan rocka metati glasbenik prodati več milijon plošča priljubljenost svet naraščati flames posebej sloveti koncerten izvajalec najbolj zaželjen metati atrakcija večkrat kontinent nastopati slayer judas priesti avenged sevenfold disturbed idr velik festival ozzfesti download festival nov rocka hellfesti metalcamp metaldays let odličen koncert napolnjen kino šiški prvak švedski metati vračati prizorišče zločin dober pesem visok vnetljiv flames trust vstopnica prodaja petek poslovalnica event omejen število vstopnica volja nizek eary bird cena vtis obiskovalec koncert aktualen turneja jason calgary canada palaca theater november anothra awesom show banda iti was greati thati they played number songs their backa catalog thati had never heard doneti liv befor seeing small venu was greati anda loved how banda took full advantaga thati manuela kleylehof austrio nov rocka jun awesom display coupel songs new album combined with som flames all tima coulda aska for anything better such set tima frama awesom show anda amazing vibes everyon banda gelotti smiling ear othra whiti riffinga away nje starlanda ballro february fucking heavy anda awesom youra faca anda down youra throati head banging fist pumping crowd surfinga hearta pounding moshing massacra still sor leavesa wanting anda hoping they com backa real soon jersey loves this heavy shit vip ticket linka,2020-05-12 19:00:00,1524,154287574875,4,0.07334794229040775
Gasilska veselica v Tacnu,leto letos gasilski veselica tacen letos vrniti lokacija gasilski dom zabavati banda vrniti poleten dopust videti tacen,2019-08-24 19:00:00,792,1813224505445894,3,0.11455262364993944
Gala večer z Janom Plestenjakom - Cankarjev dom 25.12. 2019,standa outi ponosen napovedovati premieren akustičen koncert jan plestenjak cankarjev dom razprodan arena stožica nastop poln hala tivoli večkrat razprodan križanka uspešen slovenski glasbenikov dolg let vrač prestižen gallusov dvorana cankarjev dom premieren akustičen koncert jan plestenjak hram kultura glasben vrhunec iztekajoč let oder pridružiti poseben gostja češnji torta obiskovalec slišati uspešnica čist nov aranžmaj jan plestenjak let glasben ustvarjanje album nanizati zavidljiv število radijski uspešnica leto postati ponarodela aktualen singel roka stran dober pot postati velik uspešnica prihajajoč poletje gati koncert cankarjev dom zaključek uspešen glasben sezona termin razprodan vstopnica volja blagajna cankarjev dom prodajen mesto event cena vstopnica vip parter sedišče kategorija sedišče kategorija sedišče iio kategorija sedišče kategorija,2019-12-25 20:00:00,2848,1091661721036251,4,0.036287631321783684
Francijev 20 rojstni dan: koncert Kingston,franc balanec praznovati let žurer obiskovalec legenda prijatelj partner vabiti pridružiti nazdraviti skupaj legendaren noč zgoditi francij poskrbljen hrana hostes glasba odločiti povabiti edin skupina kingston vabiti ura dalja zabava let,2019-09-21 21:00:00,682,721231007917320,2,0.03277426379773324
GASILSKA VESELICA  MEJAŠI & OKROGLI SPEV & POKLON,vabiti velik gasilski veselica avgust igrišče osnoven šola vitomarec petek mejahati okrogel muzikant sobota sprejem gost postroj gasilec slovesnost pogostitev velik gasilski veselica ansambel spev poklon končan slovesnost sled pogostitev prisoten vol žar prireditev potek obletnica pgd vitomarec dan gasilec gasilski zveza trnovski vitomarec priložnost namen predati nov gasilski vozilo aca vabiti pgd vitomarec,2019-08-23 19:00:00,632,475398722615319,3,0.06073508524653386
Sveti krog zdravilnih pesmi ob ognju z indijanci Huni Kuin,ljubljana parina center slovenski primorski izola lokacija predan nakup karta nakup vstopnica kaxinawas gmailc cena karta eura vabiti srečati pragozden pleme hun kuina srce brazilija koncert zdravilen pesem tradicija globok amazonija povezati indijanec hun kuina peti stvarstvo namen podeliti seme svet drugje svet odpreti portati izvor življenje slišati klic veselje svoboda let delovati most pragozd zahoden svet hun kuina obiskovati brat sestra resničen ponoven vrniti avgust slovenija nadaljevati obsežen zdravljenje sporočiti planet plemenski učenje lanski srečanje vedeti globok svet krog človek hun kuina pravi človek sam imenovati prebivati večinoma brazilski tropski amazonski pragozd država acra območje raztezati and vzhoden peru hun kuina velik avtohton prebivalstvo brazilski amazonija trenuten živeti avtohton dežela različen reka purus envir murú humaitá tarauacá bre jordã desetletje uspel ohraniti tradicija govoriti hãtx kuina pravi jezik portugalščina jezik naprej voditi svet rituati zdraviti obred svet pomen mlad otrok nixp ples žetev plodnost znan katxanaw človek hun kuin pleme tisočletje uporabljati svet zdravilo zdravilo povezan gozden duh omogočati živeti skladen odnos element narava bistven ohranjanje zdravje duhovnost nosiiti brezčasen znanje človek vsakdanji življenje spremljati pesem glas obred skupaj pojesti pleme starost včasih uporabljati glas boben občasen maraka hun kuina duhoven vodja pleme svet voditi globok sakralen obreden krog znanje zdravilen rastlina svet pesem umetnost zdravljenje globok zadnji let stik sodoben svet sprejeti kitara boben ustvariti lep različica pesem pleme kaxinawá hun kuina pravi človek sam imenovati oddaljen ljudstvo globok amazonski deževen gozd brazilija perovati soseda pleme yawanaw shawdaaw pleme kaxinawá šaman znan pajé nositi duhoven moč zdravljenje človek posrednik resničnost duhoven svet pati duh rastlina sreča amazonski pragozd dovolj oddaljen misijonar uspel spremeniti plemenski prepričanje zato modrost ostal pretežen nedotaknjen danes soočati številen nov sodoben težava ogrožati starinski plemenski način življenje obkrožati uničenje mama amazonija svet rastlina drevo žival ekosistem hun kuina ostal indijanec več let prejeti znanje modrost gozd rek rastlina element drevo žival resničen skrbnik zaščitnik amazonski deževen gozd naraven način zdravljenje duhoven tradicija vstopnica prositi piš kaxinwas gmailc haux haux yuxib tea,2019-08-07 19:00:00,969,129479283742549,4,0.05687985449292882
Planet kock,planet kocka velik razstava lega kreacija slovenija kocka klub sodelovanje zunanji partner razstavljalec evropa razstaven površina lega kocka razstavljalec razstava obsegati velik lega mesto maketa ljubljanski železniški postaja vlak otok pirat srednjeveški grad lega star wars diora zbirka izdan lega classica spaca set let lega ninjaga mesto lega friends diorama lega dupel mesto velik majhen lega kreacija lega gbca greati ball technica žerjava tovornjak ostal voziti prestavitev lega robotika velik ostal lega kreacija priprava ogled lega razstaven eksponat lahek početi igrati dupel igralnica barvati lega igrati kocka čepek igrati lega igra domina tictacto vrsta itd ustvarjati igralnica tekmovati lega vozilo buwizz voziti pravi lega gokart izdelovati velik lega mozaik učiti delavnica nxti robotika pripravljati zavod trgovina baby center nov lega seti znižan cena predstavitev buwizz kocka lega bazar kjer naprodaja lega kocka članov kocka klub wilda brothers nuditi topel obrok pijača zmeren cena vstopnica event cena volja vključno otrok let starost imeti brezplačen vstop več,2019-11-16 10:00:00,846,214671818598818,0,0.026986942233716303
10. Nočni tek Ljubljanica,tokrat teči nočen mali maraton tradicionalen tekaški spektakel center lep mesto evropa imeti nov datum sobota september prijava odprt vabiti,2019-09-14 20:00:00,2034,111980668819694,0,0.047990899184535
"Praznik idrijskih žlikrofov 2019 | 24. avgust, Idrija",englis version below vabiti žlikrofa praznik rudarski jed stopiti svet okus tam vsakič znova doba nov obraz idrija trg ahacija avgust zamuditi različen način postrežba idrijski žlikrof stojnica pestra ponudba lokalen proizvajalec produkt alpski otok alpski regija jagerchef tekmovanje kuhanje divjačinski bakalec stojnica priznan vinar vznemirljiv mlad celodneven prikaz izdelava idrijski žlikrof pribor krožnik uporaba steklen kozarec vino pivo let nadaljevati velik pozornost odnos hrana okolje pribor krožnik povraten kozarec ločen zbiranje odpadek brezplačen bližina prizorišče parkirišče barbar garažen hiša parkirišče tuš preveriti vozen red avtobus vstop brezplačen primer dež celota pokrit prizorišče sočasen praznik idrijski žlikrof mesten trg potekati dan mesto idrija traiti idrija večeren ura festival popoldanski večeren program dan mesto idrija kino predstava filmski gledališče idrija zvonar suh cvetje alda kumara buota traiti idrija čipka traiti prekrasen narava hud klanec razgled traiti prekrasen narava hud klanec razgled traiti prekrasen narava hud klanec razgled več večeren program festival elvis jackson prismojen profesor blues koati voica več vabiti idrija mladinski center idrija finančen podpora občina idrija krajeven skupnost mesto idrija try delicious žlikrofa explora story idrija žlikrofa tradition modernity visiti idrija saturday august anda explora culinary diversity idrija žlikrofa idrija ahacija squara august nota miss different ways serving idrija žlikrofa stands with divers food locati anda regionala farmers anda producers alpina islanda with culinary offera alpina regions jagerchef cooking sauca bakalec stands renowned anda creativa craft daily idrija žlikrofa cutlery anda plat glass win anda beer glasses ati continu with special attention approach anda food cutlery anda plat multius plastica cups wast fre parking nearby ati barbar platea parking hous tuš checka bus ati fre entranec cas raina event venu paralleti idrija žlikrofa festival day idrija community anda traiti idrija placa nearby anda festival evening hours afternoon anda evening programma day idrija community idrija cian suh cvetje alda kumara buota traiti idrija čipka traiti prekrasen narava hud klanec razgled traiti prekrasen narava hud klanec razgled traiti prekrasen narava hud klanec razgled več večeren program festival elvis jackson prismojen profesor blues koati voica več join idrija youth center idrija financial support idrija anda locati community idrija,2019-08-24 10:00:00,1916,442073029501197,0,0.009153586451598042
Pustni RAVE,tradicionalen klubski kurentovanje velik trušč več cowbell dober letina letos zadolžen star acid break tehen znanec bati kostum majhen plesišče diska hišen viž prst staš elovetrica bazen softskinson terranigma thon klanda bar staš elovetrica program acid techen break disca hous klub kersnikov ljubljana starosten omejitev aga limiti vstopnina entranec early bird omejen število predprodaja dan dogodek infa infa garderoba lost founda gmailc,2020-02-22 23:00:00,681,126700024052347,5,0.03138366931645759
Red Bull 400 Planica,konec zima planica dober daleč leteti navzdol konec poletje dober daleč leteti navzgor red bull vrač dolina ponca letalnica bratov gorišek veljati velik dolg zahteven preizkušnja red bull preizkušnja svet upati prijava red bull planica odprt ženski moški moški štafiti mešan štafiti član ekipa spol ostal poklicen štafiti štafet prijava englis calling all runners mountaina runners cyclists hikers anda othra junkies hardesti runa worlda returns valley below ponec mountains september gorišek brothers flying hill longesta steepest anda most demanding challeng worlda red bull ara ready challeng women mena mena relay raca mixed relay raca relay relay races,2019-09-14 08:00:00,1671,1956662274638916,0,0.01974760691297763
Novo mesto Gospel - Zborovski festival črnske duhovne glasbe,vabiti zborovski festival črnski duhoven glasba nov mesto gospel potekati petek oktober sobota oktober petek ura frančiškanski cerkev lenart nov mesto pevski zbor drouz radomati mepz pomlad vokalen skupina vokalen skupina quatuor vocum sobota ura glaven trg nov mesto geesus mepz pomlad skupen nastop geesus mepz pomlad pevski zbor drouz radomati primer slab vreme sobota koncert ura frančiškanski cerkev lenart nov mesto vstop dan festival prost zaželen prostovoljen prispevek celoten slovenija zgodovina zborovski petje bogat nov mesto mešan pevski zbor pomlad nov mesto odločiti petje pripeljati mesto bolj približati prebivalec spodbuditi dodaten zanimanje gospel glasben zvrst zahteva kakovosten izvedba obenem glasba atraktiven širok poslušalec zato zvrst izbrati rdeč nit festival namen festival pripeljati glasba prenovljen središče nov mesto namen nov mesto pripeljati prijatelj konec slovenija tujina glasba sporočati pomen povezovanje prijateljstvo spoštovanje raznolikost nov mesto ležati grič prijazen ovijati rek krek središče jugovzhoden slovenija središče gričevnat pokrajina dolenjski nekdaj nov mesto gibalo razvoj del slovenija številen področje trgovski gospodarski izobraževalen upraven kulturen ljubiteljski kultura imeti nov mesto bogat zgodovina segati več let zgodovina pomemben družaben kulturen vloga igrati mesten godba številen ljudski godec,2019-10-11 20:00:00,656,10156813150946998,0,0.08517562957476373
"Drožomanija z Anito Šumer, 1. srečanje drožomank in drožomanov",prijava čakati številen presenečenje darilo kupona popust dogodek brezplačen zahvaljevati sponzor dlje čas sodelovati zaupati videti povabiti več bolj lušten srečanje ljubiteljev peka drož drožast dobrota zdaj vedeti drožastičen čakati der ženje pokušina strokoven predavanje demodelavnica številen razstavljavec izdelek pripomoček sestavina priprava drožast dobrota iti kruh kruh skupaj kruh številen fermentiran dobrota videti zadrožiti skupaj,2019-10-12 10:00:00,506,105516752814346,0,0.017228017571519403
Učiteljice,terasa krvavec prihajati vroč zapeljiv učiteljica buriti moški domišljija velikokrat ženski pregledati dekle odličen glasbenica pevka ogrevanje začeti najbolj vroč priti terasa krvavec učiteljica vstopnina rezervacija miza zabavati imeti možnost nočitev domač zajtrk ugoden cena gostišče florjati infa rezervacija soba štefka,2020-04-11 14:00:00,903,552269028452359,5,0.0815680156581956
Spoznavni žur Fakultete za šport // sreda 9. 10. // @Klub Cirkus,poletje čakati končen sreda dalja klub cirkus spoznavati skušati spoznati dolg vroč poletje difa difa pripraviti nor ritem vroč vzdušje nepozaben zabava jutranji ura akcijski cena pijača beefeater jameson havati absoluti karta predprodaja ponedeljek torek sreda avla fakulteta šport vstop karta predprodaja možen vhod dan dogodek vip vip rezervacija miza rezervacija cirkusklubs,2019-10-09 23:00:00,1142,237302949627686,1,0.0899004313815295
10. Salon Traminec,pripravljen vinskokulinaričen spektakel zdraviliški park radenca zadnji avgustovski ponedeljek znamenje traminec dober glasba vrhunski kulinarika skupina pliti jerneja dirnbek družba več traminec popeljati zgodba veljati velik poslovnodružaben dogodek konec slovenija pustiti zapeljati številen presenečenje nazdraviti jubilej salon traminec videti avgust zdraviliški park radenca vstopnica predprodaja avgust cena reden prodaja vstopnica volja prodajen mesto event,2019-08-26 17:00:00,732,193526640703206,0,0.08418154395217396
Rokometna simfonija,rokometen simfonija poslovilen tekma uroš zorman luk žvižeja oktober dvorana zlatorog celj aktiven igranje rokomet izjemen družba evropski svetoven rokometen zvezda posloviti velik prijatelj nekdanji slovenski reprezentant rokometaš povsod pustiti velik pečat celj poslovilen tekma zbrati dober rokometaš svet čas rokometen spektakel popestriti bogat spremljevalen program zagotovljen,2019-10-24 19:00:00,1516,2203588759651109,0,0.019482176458186073
?? Pustovanje / ????? / ?? / Sobota 22.02.2020,sobota pustovanje ansambel nemir pustovanje ansambel nemir bogat nagrada dober maska mali sreča potrditi dogodek komentar označiti prijatelj žura komentirati deti dogodek zid imeti dan dogodek teden ponedeljek sobota rojsten dan praznovati dobiti steklenica identifikacija oseben dokument možnost predhoden rezervacija miza dogodek poseben mesto praznovati rojsten dan dekliščina fantovščina družba pisati rezervirati cena super vip naročilo velik boati eura odvisen pijača jeger vodek gin rum malib jacka daniels jamson tullamoči dew rezervacija miza dogodek imeti miza predhoden lahek rezervirati pisati privati telefonski številka cena rezervacija miza naročilo boati eura dalja boati pivo gratis eura boati vino cvicek radenski eura šampanjec eura ostal boati veljaven cenik eura fba privati sporočilo rezervirati prevoz več informacija kmalu prelesje šentrupert slovenija,2020-02-22 21:00:00,643,139371466073168,1,0.11255859086635112
Back To School PENA Party 2019,dijaški skupnost maribor dijak ponoven vrač projekt backa school pena party izvajalec blvrrd cherry bomba defuna headliner dje contest welcom drinka obiskovalec pena fotostena maskot šoumka starosten omejitev dijak letnik srednji šola glasba pop rnba deep hous bass hous trapa vstopnina vstopnica lahek kupiti avgust štuk šolski teden vstopnica lahek kupiti mesto cena vstopnica predložitev letak letak volja promotor član ekipa luk kalšek kaj kancler nik kohn zorič gregor kokati golčer maša kočivnik mario urnauti anje kancler lara flisar patrik ostrs peter brenka širec blaž veršič marcela vrhovšek tinkar kurnik leiti furlan amalija skok gašper cvetič več volja soums gašper cvetič pozor vstop možen uraden oseben dokument dijaški izkaznica veljati,2019-09-06 21:30:00,723,428833303902793,6,0.014927449071209884
CAR SHOW KOPER 2019 3rd edition,pozdraviti ljubitelj slovenski avtomobilističen avtoakustičen scena približevati sobota dan letos lokacija znan parkirišče semedeti letos dogodek enodneven zato pričeti mali prej lani vstop možen ura zjutraj odvijati letošnji tekma diti customs cup pozabiti klubski zmagovalec pokal čakati denaren nagrada odvijati naslednji tekmovanje styling meritev izpuh meritev zračen filtra meritev višina avtomobil dba drag delitev vabiti priporočati veseliti obisk prireditev vreme cuker,2019-08-31 09:00:00,1201,103779682994273,2,0.0415525078593745
"Ljubno 2020 - Dekleta, skačemo z vami!",rezervirati počitniški vikend februar grlo navijati vrag leteč dekle rajhovka ljuben letos pomeriti dober skakalka svet petek februar uraden trening kvalifikacija sobota februar poskusen serija ekipen tekma nedelja februar poskusen serija posamičen tekma letos potruditi bolj utrditi sloves najbolj obiskan zaželjen tekma svetoven pokal ženski skok dodaten spremljevalen program otroški park veselje sobota nedelja ogrevan šotor animacija snežen vragolija brezplačen šmorna čaj mina skakalnica mina planica prireditven šotor sobota nedelja dan zabaven program vrhunski kulinaričen ponudba vstopnica vstopnica volja več prodajen mesto sistem event omv petrola pošta slovenija trafik delo big bang kompas mercator spleten stran cena vstopnica eura posamezen tekmovalen dan,2020-02-21 12:00:00,1722,175435552600369,0,0.05643470321293924
Mi2 + Lumberjack | Bazen Kranj,rocka ljubitelj koledar zabeležiti september bazen grmeti rocka ritem obiskati legendaren koncert bazen korakati obletnica delovanje early bird več več karta cena zato pohiteti nakup zagotoviti omejen število vstopnica cena prodaja vstopnica early bird vstopnica razprodan event prodajen mesto razprodan event prodajen mesto omejen število vstopnica dan dogodek event spleten prodaja glasben skupina deloven leto številen koncert priprava obeleževanje obstoj skupina vrsta prihodnji leto priden pripravljati material nov studijski album luč svet ugledati skupaj jubilej zveneti nov plošča zvest obiskovalec koncert lahek izvedeti izid nov skladba jesen začeti izvajati živ nastop priložnost gorenjski konec koncert kranjski bazen zato neučakati dober žura željen človek vabiti pridružiti lumberjacka skupina mlad fantov poosebljati rokenrola speven refren mladosten zagnanost pripeljati številen slovenski odreti gora rocka kolp musica festival trnfesti rocktronicati groš ulica oder letošnji ema zaenkrat zasedba najbolj ploden leto pridružiti glasbenik okrilje založba nik predstaviti nato album nadzor radijski postaja zadnji mesec zagotovo lahek slišati zadnji singti album nositi naslov kralj,2019-09-28 21:00:00,1863,100172126793980,4,0.12589102210991518
Gasilska noč PGD Zabukovica s Čaga Boys in Show Band Klobuk.,pgd zabukovica organizirati gasilski tekmovanje prehoden pokal pgd zabukovica gasilec griža gasilec sobota avgust gasilski dom zabukovica veselica skupina show banda klobuk gost večer čag boys obljubljati atraktiven gasilski tekmovanje bogat srečel animacija otrok napihljiv igralo hladen pijača okusen hrana nor zabava šotor peter vabiti zabukovica pomoč,2019-08-17 20:00:00,528,2828465590562054,3,0.08292941717065527
Garmin Tek Vrhovi Ljubljane,sobota julij lep vabiti garmin tek vrh ljubljana brezplačen skupinski tek okrilje projekt priprava volkswagen ljubljanski maraton vrh prihajati dobiti ura zjutraj koseški bajer skupaj lahkoten korak pretekel nordijski prehoditi vrh ljubljana golovec rožnik ljubljanski grad imeti športen animacija otrok teči skupina športen animacija otrok let garmin junior nordijski pohod rožnik tek rožnik tempo minkm tek rožnik grad tempo minkm tek rožnik grad tempo minkm tek rožnik grad golovec tempo minkm razdalja cec vrh cec vrh cec tempo tek mišljen raven del proga klanec počasen teči hod tempo tek mišljen raven del proga klanec počasen teči hod ura začeti dober jutro legendaren skupinski fotografija razdeliti skupina pičimiški nordijski pohod dolg cec mina volja imeti nordijski palica brezplačen izposoja brezplačen mlad športen animacija otrok let priprava junior garmin slovenija ura animator primer počakati vrniti tek otrok dobiti majčka priprava junior garmin podeliti atraktiven zapestnica garmin vivofit otrok oblečen obut športen oprema imeti bidon voda primer dež organizator odpoved pravočasen sporočilo starš telefon udeležba brezplačen prijava otrok organizacija aktivnost obvezen lahek organizacija projekt udeleženec brezplačen skupinski tek prijaviti izpolniti spleten obrazec prijaviti enkrat veljati dogodek organizacija projekt priprava preklic prijava presenečenje udeleženec izžrebati srečnež prejeti izžreban ura garmin vivofit izžreban ura forerunner izžreban forerunner nagrada podeliti lokal kačji pastir iti tekaški kavica veseliti videti ekipa priprava pridružiti tekaški doživetje uraden tekaški priprava volkswagen ljubljanski maraton,2019-07-20 08:00:00,610,221374791223841,0,0.03662005925128728
Spring Break 2020 - Kanegra & Umag,first minuta party zapestnica vključen klikniti izjemen ultra first minuta akcija januar party zapestnica vključen cena dobiti brezplačen super big spring break velik spring break openair oder pokrit šotor brezskrben dogajanje izjemen dneven dogajanje več obiskovalec dan kakovosten sodoben glasben program letos nastopati muff feati senida kost radman cirkus papay smiti festival urbanje val jos somen super musica dancina antonio aquarious papay mca kleme kopina super musica priority danec crew cirkus super musica nov nastopajoč najaviti prijava zdaj,2020-04-29 12:00:00,2329,45480149250,6,0.04941871205272164
"Potopisni ponedeljki: Velikonočni otok, Čile in Bolivija",tokrat podati raziskovanje najbolj skrivnosten kotiček svet velikonočen otok tja fotopis potopis poseben poudarek fotografija boliviti celinski čil popeljati fotograf nejc draganjec nejc mednaroden objavljen nagrajen popoten fotograf več izkušnja odkrivanje svet kamera pravi videti velik lep manj lep lep sedaj velikonočen otok razkriti svež pogled znan ikoničen destinacija velik skrit biser idealen popotnik fotograf vstop prost,2019-11-04 19:00:00,549,175703824416,0,0.00827778899425781
Gasilska veselica PGD Ponikva z Dejanom Vunjakom,pgd ponikev razpisovati memorialen meddruštven gasilski tekmovanje tekmovanje potekati sobota dan september igrišče osnoven šola ponikev pričetek ura tekmovalen disciplina vaja motoren brizgalen pravilo ctifa suh izvedba prehoden pokal ponikev hiter moker vaja loeshengriff gasilec prehoden pokal pgd ponikev memorial ivati buser skupen seštevek vaja mba ctifa hiter moker vaja loeshengriff tekmovanje prehoden pokal ponikev vaja motoren brizgalen pravilo ctifa suh izvedba knjižica praviti gštd str izvesti vaja točka starost tekmovalec upoštevati tekmovalen orodje priprava organizator tekmovanje oseben oprema predpis gzs nagrada pokati mesto moški ženski konkurenca prehoden pokal dober moški ženski desetina pokal najbolj oddaljen desetina pokal presenečanje tekmovanje prehoden pokal pgd ponikev hiter moker vaja loeshengriff gasilec vaja izvajati pravilo ctifa izvedba vaja loeshengriff ekipa sestavljati gasilec razdelitev del določiti desetar oddaljenost starten črta nahajati lesen podstavek velikost poljuben postavljen oprema spet sesalen cev stran podstavek poravnan rob podstavek sesalen cev nobeden del oprema segati lesen podstavek oddaljenost levi lesen podstavek pripravljen bazen voda oddaljenost mba smer napad ognjen črta tekmovalec prestopiti čas zbijanje tarča dotik ognjen črta delo telo čas zbijanje tarča šteti prestop tarča oddaljen ognjen črta prihod tekmovalen prostor ekipa priprava orodje postava starten črta izvedba vaja pričeti povelje desetar merjenje čas izvedba vaja elektronski primer elektronski merjenje zataja ekipa ponoven izvesti vaja primer okvara prikazovalnik čas zaslon digitalen ura izvedba vaja šteti čas vaja prikazan računalnik primer ekipa izvesti vaja ponoven šteti čas vaja prikazan računalnik primer visok sila okvara sistem elektronski merjenje šteti rezultat ročen izmeriti čas oprema potreben izvedba vaja mba sesalen cev dolžina zagotoviti organizator tlačen cev dol tlačen cev dol sesalen košara trojak ventil ročnik ustnik premer oseben oprema tekmovalec pravilo gzs točkovanje čas izvedba vaja sek nepripet pol spet sesalen košara konec vaja točka vlečenje trojak cev tla točka prestop ognjen črta točka zbijanje tuj tarča točka porabiti voda bazen zbit tarča nedokončan vaja neprimeren obnašanje desetina diskvalifikacija nagrada pokati mesto moški ženski konkurenca prehoden pokal dober moški ženski desetina pokal najbolj oddaljen desetina pokal presenečanje tekmovanje memorial ivati buser tekmovanje sodelovati ekipa hkrati udeležiti tekmovanje vaja mba ctifa suh izvedba tekmovanje hiter moker vaja loeshengriff končen rezultat seštevek vaja čas moker vaja šteti nagrada pokal dober ekipa moški ženski konkurenca rezultat rezultat tekmovanje znan ura končan gasilski tekmovanje tekmovati lasten odgovornost ekipa prejeti priznanje sodelovanje pokal najbolj oddaljen ekipa dobiti najbolj oddaljen ekipa kategorija gasilski enota vabiti udeležiti tekmovanje vlečenje vrv tekmovanje vlek vrv tekmovanje vlečenje vrv potekati sobota september končan podelitev pokal gasilski disciplina igrišče osnoven šola ponikev ekipa takoj podelitev pokal gasilski disciplina zbrati igrišče kjer izvesti žreb skupina začeti tekmovanje ekipa lahek prijava komisija tekmovalen ekipa sestavljati tekmovalec oza tekmovalka sodelovati lahek gasilski enota tekmovati gasilski tekmovanje prebivalec ponikev nagrada pokati mesto moški ženski konkurenca tekmovati lasten odgovornost prijava prijava možen naslov pgd ponikev ponikev ponikev elektronski naslov pgdponikev gzsentjurs telefon srečka mohar poveljnik pgd ponikev andreja kumberger vodja tekmovanje dan tekmovanje ura gasilski veselica dejan vunjak sam gasilski tekmovanje tekmovanje vlečenje vrv ponikev velik dogajati jedača pijača glasba poskrbljen prireditev vreme velik šotor meter imeti bogat srečel prireditev igra dejan vunjak brendijev baraba več sam tekmovanje prebrati spleten stran pgd ponikev facebook profil pomoč tekmovalen odbor pgd ponikev,2019-09-07 20:00:00,1420,262186752439,2,0.06600552997278707
"Koncert skupine NIET // ZIP Baza, Trzin",presenečenje legendaren skupina nieta ponoven izpeljati koncert ustaviti zip baza trzin vstopnica prodan vstopnica naprej dan koncert vstopnica mogoč kupiti osebje zip baza spleten bližina človek misliti uspel ogledalo imeti dež bel prah nov uspešnica naleteti odličen odziv manjkati legendaren star uspešnica februar depresija lep dan smrt vijolica ruski vohun maj čas revolucija noč večnost obet nostalgičen večer ogromen pozitiven energija vokati borut marolt kitara igor dernovšek kitara robert likar basa janez brezigar boben tomaž bergant nov slovenski turneja skupina konec let odločiti čas prekiniti delovanje oddih let neprestan ustvarjanje koncertiranje stran dober del stran začutiti pogrešati odreti zato letos polet skleniti znova vrniti,2020-05-09 20:00:00,660,102393244563236,4,0.04111616487328334
