naziv,opis,datum_od,stevilo,sifra_prizorisca
"Ditka in Feri Lainšček: Ne bodi, kar nisi","Ditka in Feri Lainšček
Ne bodi, kar nisi
glasbeno literarni dogodek

Vstopnice v predprodaji: 14€
Vstopnice na dan koncerta: 16€
Nakup vstopnic - mojekarte.si : http://bit.ly/DitkaFeriPtuj

Kantavtorica, pevka in skladateljica Ditka si je z unikatnim avtorskim pristopom in drugačnostjo na slovenski glasbeni sceni ustvarila posebno mesto. Po albumih Ne bodi kot drugi iz leta 2013 in Ne spreminjaj me iz leta 2016 Ditka predstavlja nov projekt uglasbene poezije z naslovom Ne bodi, kar nisi, tematika iz pesniške zbirke Ferija Lainščka z naslovom Ne pa je v prvi vrsti namenjena mladostnikom.

Novi album bo Ditka predstavila na koncertni turneji skupaj s pesnikom Ferijem Lainščkom in svojo glasbeno zasedbo, katere člani so Gorazd Čepin - klaviature, spremljevalni vokal, Jan Lužnik - električna kitara, spremljevalni vokal, Ilj Pušnik – kontrabas, David Slatinek- bobni.

VSTOPNICE: https://mgp.mojekarte.si/si/nakup-korak-1.html",2019-12-13 19:30:00,755,1781315578781427
"Slade: 50th Anniversary, Hala Tivoli, 30. november 2019","SLADE, legendarna britanska rock skupina, ki velja za eno najpopularnejših glam rock  zasedb na svetu in je s svojo glasbo pomembno vplivala na številne glasbene velikane kot so, Guns N' Roses, Nirvana, Sex Pistols, New York Dolls, The Clash, Kiss, Def Leppard in številne druge, katerim so bili Slade navdih, prihaja v Slovenijo v sklopu svetovne turneje ob 50. obletnici.

Vstopnice že na voljo na Eventim in Petrol:
? Eventim: http://bit.ly/SladeLjubljana

Uvod v tako imenovani »veseli december« bodo Slade začeli prav v Ljubljani, in sicer z velikim koncertom, v soboto, 30. novembra 2019 ob 20h v ljubljanski Hali Tivoli, ko bodo slovenskemu občinstvu predstavili vse svoje največje uspešnice njihovega obdobja, kot so najbolj predvajana božična uspešnica  Merry Xmas Everybody, ter My Oh My, Run Run Away, Cum On Feel The Noize, Far Far Away, Mama Weer All Crazee Now, Cuz I Luv U, Get Down And Get With It in številne druge, s katerimi bodo popeljali občinstvo v zlato dobo glam rocka 70-ih in 80-ih let.

Skupina je prodala več kot 50 milijonov plošč, njihove uspešnice so kar 23-krat zasedle lestvico TOP 20 , od tega se je kar 6 njihovih uspešnic zavihtelo na 1. mesto!! Med leti 1970-1973 so bili najpopularnejša britanska skupina in so prodali celo več plošč kot Beatli. Skladba Merry Christmas Everybody, je v Angliji in drugod še danes najbolj predvajana božična uspešnica vseh časov.

Skupino že več kot 50 let držita pokonci originalna ustanovna člana 73-letni Dave Hill in 72-letni Don Powell, ki skupaj z Johnom Berryjem in Russelom Keefeom, že desetletja neutrudno polnijo dvorane in štadione.

Slade so nastopili tudi na dveh najodmevnejših rock festivalih, in sicer na prvem pred 200.000 obiskovalci in na drugem pred 100.000 obiskovalci, kjer so s svojim energičnim nastopom dobesedno »ukradi šov« številnim glasbenim zvezdnikom. Njihove uspešnice Cum On Feel The Noize in Coz I Luv You pa so še dandanes podlaga številnim prepoznavnim TV oglasom.

Torej če si želite pravo dozo rock adrenalina z eno največjih rock zasedb vseh časov, hitro po vstopnice, ki so v predprodaji na voljo že od 25 EUR na vseh EVENTIMOVIH prodajnih mestih in na PETROLU.

Vstopnice že na voljo na Eventim in Petrol:
? Eventim: http://bit.ly/SladeLjubljana


.",2019-11-30 20:00:00,550,134798683234416
Odprta kuhna Celje,"Že peta sezona kulinaričnih sobot na celjsko tržnico zdaj že tradicionalno privabljaja številne gurmane iz knežjega mesta in okolice. 

Med 10. in 20. uro se bomo sprehajali med stojnicami na Mestni tržnici Celje ter Savinovi ulici, s katerih bodo vabile tradicionalne slovenske dobrote, mednarodne uspešnice ter zvezde poulične hrane.

Nekateri bodo iskali novosti, mnogi se bodo ustavili pri svojih dolgoletnih favoritih, prav vsi pa bomo uživali v sobotah, ko bodo za nas vihteli kuhalnice drugi, mi pa se bomo le prepustili finim okusom in prijetnemu vzdušju.

Celjanke, Celjani in vsi, ki si želite privoščiti sobotni kulinarični zmenek, vabljeni!
",2019-03-30 10:00:00,4713,1703525019870446
Odprta kuhna Celje,"Že peta sezona kulinaričnih sobot na celjsko tržnico zdaj že tradicionalno privabljaja številne gurmane iz knežjega mesta in okolice. 

Med 10. in 20. uro se bomo sprehajali med stojnicami na Mestni tržnici Celje ter Savinovi ulici, s katerih bodo vabile tradicionalne slovenske dobrote, mednarodne uspešnice ter zvezde poulične hrane.

Nekateri bodo iskali novosti, mnogi se bodo ustavili pri svojih dolgoletnih favoritih, prav vsi pa bomo uživali v sobotah, ko bodo za nas vihteli kuhalnice drugi, mi pa se bomo le prepustili finim okusom in prijetnemu vzdušju.

Celjanke, Celjani in vsi, ki si želite privoščiti sobotni kulinarični zmenek, vabljeni!
",2019-08-31 10:00:00,984,1703525019870446
Odprta kuhna Celje,"Že peta sezona kulinaričnih sobot na celjsko tržnico zdaj že tradicionalno privabljaja številne gurmane iz knežjega mesta in okolice. 

Med 10. in 20. uro se bomo sprehajali med stojnicami na Mestni tržnici Celje ter Savinovi ulici, s katerih bodo vabile tradicionalne slovenske dobrote, mednarodne uspešnice ter zvezde poulične hrane.

Nekateri bodo iskali novosti, mnogi se bodo ustavili pri svojih dolgoletnih favoritih, prav vsi pa bomo uživali v sobotah, ko bodo za nas vihteli kuhalnice drugi, mi pa se bomo le prepustili finim okusom in prijetnemu vzdušju.

Celjanke, Celjani in vsi, ki si želite privoščiti sobotni kulinarični zmenek, vabljeni!
",2019-10-05 10:00:00,633,1703525019870446
Bela Joyride 2019 presented by easygoinc.,"This 6km long highway mountain road with 16 hairpins, tons of sunshine, many sweepers and long straight sections will make any skater drool. Once you look at the road you would think it was built just for downhill skateboarding. It is a true road porn. The track has two distinct sections. The upper part is quick and challenging with a lot of long strait sections while the bottom part is just one hairpin after another (16 hairpins in all!!!). You better show up with legs of steel.
If you take it really easy you only have to slide 3 times, if you bomb the hill you need to check almost every corner. To top this all off, perfect asphalt (got redone in 2017) combined with this huge wide road makes this one an absolute big mountain skate. Camp ground is about 5 km from the track. Busses will shuttle riders up to the track.
There is a river located near the camping area along with 12 warm showers and toilets. The local soccer club offers some of the best food and drinks along the camp site, don't miss out for the one and only Bela Joyride.
Extras: Big season ending party on Saturday with live Band and DJ.

Price: 177€
Accommodation: Camping 
Riders limit: 200",2019-08-14 11:00:00,645,1972549496169391
TUTTI Frutti: 90s & 00s Hits,"Potem ko je septembrsko izdajo popestrila velika vrnitev skupine Bepop, je končno čas za prvi klasični Tutti Frutti v novi sezoni!

Obvezen žur za vse, ki ste 90. in 00. leta preplesali v Titanicu, DC3 Dakoti, Eldoradu, Babilonu, Inboxu, spremljali Karaoke, Popstars, Videospotnice, Poglej in zadeni, šteli dneve do naslednjega vikenda ob kompilacijah Gama MM, Power Mix, Dance Sensation ter spotih na Vivi in MTV.

Tutti Frutti je žur za ljubiteje najboljšega, kar ponujajo arhivi plesne muzike izpod prstov tandema MATTHEW Z & MATTEO KUNST, ki znata to narediti nekoliko drugače in hrati točno tako, kot je treba – z občutkom.

(EN)
Cirkus’ legendary residency dedicated to everything you've adored in the 90s and 00s - from boy and girl bands to hip hop and dance classics, a dash of grunge and rave and all those guilty pleasures you're kind of embarrassed to admit you actually love.

- - - - - 

Soundtrack by:
MATTHEW Z vs MATTEO KUNST
www.facebook.com/matic.zajc.7?fref=ts
www.facebook.com/matej.kunstek?fref=ts

- - - - - 

KLUB CIRKUS
Trg Mladinskih delovnih brigad 7, LJ
www.cirkusklub.si // www.facebook.com/cirkus.klub 

Cene vstopnic / Tickets prices
navadna / regular = 8 eur
VIP = 18 eur 

INFORMACIJE: info@cirkusklub.si

VIP & REZERVACIJE MIZ: 
rezervacije@cirkusklub.si // +386 (0)41 777 747

IZGUBLJENI PREDMETI / LOST & FOUND:
garderoba.cirkus@gmail.com // +386 (0)41 777 748",2019-10-19 23:00:00,637,237302949627686
Gasilska veselica z Ans. BANOVŠEK,"Da bo za plesat bodo poskrbeli člani ansambla Banovšek????, da pa ob tem ne bo žeje in lakote pa bomo poskrbeli člani in članice PGD Kot-Staje????.

Se vidimo 30.8. ",2019-08-30 19:00:00,634,984430585087698
Lovrenška nedelja 2019,"Poletna osvežitev CURKOMET, prijave ekip (5 članov) do 12:50 ure. ????
---------------------------------------------------------------------
Napihljiva igrala za otroke ????????
---------------------------------------------------------------------
Bogat srečelov ????????
---------------------------------------------------------------------
Od 18. ure naprej zabava z Mladimi Gamsi! ????
---------------------------------------------------------------------
Hladna pijača in okusna hrana ????????????????
---------------------------------------------------------------------
Prireditev pod šotorom v vsakem vremenu☀️????

Vabimo gasilci iz Lovrenca! ????????????‍????

",2019-08-11 13:00:00,1134,387868645183
Študentski Yugorock Halloween ❋ 23.10. ❋ @Cirkus,"»When witches go riding and black cats are seen, the moon laughs and whispers 'tis near Halloween.«

Na spoznavnih žurih ste dokazali, da ste iz pravega testa in kot se šika otvorili novo študijsko leto. Cirkus se je tresel... In to je le začetek! Sedaj pa je čas za nekaj povsem drugega; drage čarovnice in dragi čarovniki, čas je za magijo! Kdaj le, če ne za Halloween. V sredo, 23. 10., bo Cirkus ovit v čarovnijo zato vabljeni vsi, ki želite biti del največjega študentskega Halloween žura. Pustimo se presenetiti, naj nas čarovniške metle popeljejo v neznano!

❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋

Cene vstopnic / Tickets prices:

Predprodaja vstopnic / Presale (3€): 

Ekonomska fakulteta: torek, 22.10. in sreda, 23.10. med 9:00 in 13:00 med VD in MD.
Omar Smajlovic: 064 179 556

Fakulteta za strojništvo: 
Torek, 22.10. med 8:00 in 17:00 v pisarni 807
Sreda, 23.10. med 7:00 in 17:00 (med 7:00 in 12:00 v avli FS, od 12:00 naprej v pisarni 807)
David Berdajs: 030 393 405

Zdravstvena fakulteta: torek, 22.10. in sreda, 23.10. med 10:00 in 14:00 v študentski sobi 110a.
Luka Kopinšek: 051 246 214

Navadna / Regular: 5€
VIP: 15€
VIP & REZERVACIJE MIZ: rezervacije@cirkusklub.si // +386 (0)41 777 747
INFO: Rok Petrič, studentski.zuri.ljubljana@gmail.com // +38640422262

❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋

KLUB CIRKUS
Trg Mladinskih delovnih brigad 7
lokacija bivšega Kina Vič, Ljubljana
www.cirkusklub.si // www.facebook.com/cirkus.klub 

❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋❋

Sponzorji dogodka:

- G3spirits
- Legionar gym
- Kompas Young
- 4P Ljubljana
- Hešteg Agencija
- Povezani
- Ice Cold
- 56 Razlogov
",2019-10-23 23:00:00,1543,237302949627686
16. Novoletni skok v morje,"TOP event na novega leta dan, ki ga preprosto ne smete zamuditi",2020-01-01 14:00:00,2076,253444998036054
SMOKEASAC & TEDDY + Ledeni + TrashGang & Nimaš izbire popup @ KŠ,"???? ENG: bit.ly/KSSmokeasacEN
---
V Slovenijo prihaja Smokeasac, glasbenik in producent prezgodaj preminulega Lil Peepa! Na ekskluzivnem nastopu v Šiški nam bo predstavil ne le svoje samostojne skladbe, temveč tudi izbrane skladbe z Lil Peepove posmrtne plošče Come Over When You're Sober, Pt. 2. Večer bo odprl pionir trapa na Slovenskem, Ledeni, za pravo festivalsko razpoloženje pa bo poskrbel uvodno pop-up sejmišče domačih dizajnerskih znamk TrashGang in Nimaš izbire z DJ spremstvom.

Smokeasac-u se na koncertne odre na turneji Wasteland pridružuje Ameriški emo reper Teddy. Nase je opozoril že s kolaboracijo z imeni kot so Rich The Kid, Lil Peep in ILoveMakonnen. Nedavno pa je ob bok dodal tudi sodelovanje s Smokeasacom. 

???? ZA FENE: Lil Peep, Mac Miller, Post Malone, …
???? VEČ INFO: bit.ly/KSSmokeasac

???? VSTOPNICE ZA KONCERT ŽE V PRODAJI PREK SPLETA IN PRODAJNE MREŽE EVENTIM. VSTOP NA POP-UP JE BREZPLAČEN.
predprodaja: 15 €
na dan dogodka: 18 €
s popustom (omejeno število): 12 €

???? PRIJAVI SE NA KŠ NEWSLETTER: http://bit.ly/KinoSiskaNewsletter
???? PRENESI KŠ APP: http://bit.ly/KinoSiskaApp ",2019-09-06 20:00:00,702,154287574875
Siddharta: Nomadi - akustična turneja,"Album Nomadi je nastajal v prvi polovici leta 2018. Njegov nastanek so skrbno spremljale tudi kamere, ki so beležile utrinke s snemanja, ti pa so bili tedensko objavljani na www.vw.si/sddh. Nomadi so izšli 14. 9. 2018, kar je skupina isti dan obeležila tudi z velikim koncertom v razprodani Hali Tivoli v Ljubljani, ki je bil uvod v vseslovensko dvoransko turnejo. Album prinaša 10 novih pesmi, med njimi tudi hita Medrevesa in A. M. L. P. Zdaj se skupina odpravlja na akustično turnejo, tekom katere se bodo ustavili tudi v Kosovelovem domu Sežana.


#siddharta Siddharta #kosovelovdomsežana",2019-09-20 20:00:00,1187,424896610975213
XX. Obletnica SVAMZ,"NAJVEČJE SREČANJE STARODOBNIH VOZIL V SLOVENIJI; REKORD FIČKOV; BOLŠJAK. PROGRAM NA WWW.SVAMZ.COM 

KOTIZACIJE NI! PRIREDITEV BO V VSAKEM VREMENU!",2019-09-21 09:00:00,3371,539468473087158
"FRIKA FEST, Kmečki praznik Tolmin","Letos smo dva tradicionalna praznika za vas povezali v en dvodnevni dogodek pod skupnim imenom.

PROGRAM:
V PETEK, 11. oktobra

• 18.00, tolminska kuhinja s priznanim kuharjem Urošem Štefelinom
• 19.00, glasbeni večer s Posebnim guštom
• 20.30, zborovski koncert – Coro Sanvito iz Dolomitov in Komorni zbor Musica Viva 

V SOBOTO, 12. oktobra

• 9.00–20.00, Cankarjeva ulica in staro mestno jedro pri fontani:
   - tržnica lokalnih pridelkov in izdelkov
   - razstave domačih pridelkov
   - bogata kulinarična ponudba

• 9.00–13.00, parkirišče za Kinogledališčem Tolmin: 
   - razstava domačih živali
   - razstava kmetijske mehanizacije
   - avkcija goveda

• 12.00, parkirišče za Kinogledališčem Tolmin: 
   - srečanje harmonikarjev Glasbenega centra HarmoNIKA z gosti

• 9.00–17.00, Kinogledališče Tolmin: 
   - razstava najboljših sirov Doline Soče in srečelov KD Podeželskih žena Gornjega Posočja

• 10.00–13.00, Coworking Baza (Cankarjeva ulica): 
   - brezplačna ustvarjalna delavnica Stare obrti – nove ideje, po 13.00 razstava nastalih izdelkov

• 13.00–15.00, staro mestno jedro pri fontani: 
   - brezplačna ustvarjalna delavnica Podari novo življenje – ponovna uporaba starih oblačil (Reinkarmika)

• 16.00–16.30, staro mestno jedro pri fontani: 
   - plesno-pevski nastop Folklorne skupine Razor s skečem

• 16.45, staro mestno jedro pri fontani: 
   - razglasitev najboljših sirov Doline Soče z ministrico za kmetijstvo, gozdarstvo in prehrano dr. Aleksandro Pivec

• 17.00–19.00, staro mestno jedro (Trg 1. maja): 
   - tekmovanje v PRIPRAVI FRIKE z degustacijo

• 20.00, staro mestno jedro pri fontani: 
   - glasbeni večer s TINKARO KOVAČ

PARKIRIŠČA:
P+R, Na logu, krožni shuttle prevoz v
soboto, 12. 10. med 8.30 in 12.30
P1, pri Mercatorju (blagovnica)
P2, pri Upravni enoti Tolmin
P3, pri KZ Tolmin

KONTAKT ORGANIZATORJA:
Občina Tolmin
E: info@tolmin.si
W: www.tolmin.si
",2019-10-11 18:00:00,1240,106192166078872
BURNIN' RUBBER - American Car Meeting & Rockabilly Party !!,"Burnin' Rubber - Comeback special edition !!

Date 21.09.2019 at 14h - BOBI BAR

Location : 
POSLOVNA CONA KOMENDA 
Žeje pri Komendi
Pod jelkami 9
1218, Komenda ( Slo )

* FREE EVENT
* FREE CAMPING  SPACE
* BIG PARKING SPACE
* LIVE ROCKABILLY BAND
* DJ's
* STALLS
* FOOD & DRINS
* HARLEY'S WELCOME

* LIVE ON STAGE:

JACKIE & his LOADERS ( Ita )

DJ LINE UP:

* DJ BRONCO (Cro)
* DJ  MAD DELINQUENT (Slo)
* DJ MCFLY (Slo)
* DJ GREASEMAN (Slo)

",2019-09-21 14:00:00,2159,311590396354663
14th Ljubljana Tango Festival,"Dear beautiful people, welcome! Slovenian friendly ""Buena onda"" (good vibrations) festival is the yearly meeting for tangueros all over Europe. 

The festival is warm, comfortably big, friendly, dancers name it simply: a Marathon.
An oustanding opportunity for excellent studying (seminar and classes), to dance dance dance afternoons and nights...simple living an easy-going joy :)

ARTISTS
* CHICHO FRUMBOLI & JUANA SEPULVEDA
* PABLO INZA & SOFIA SABORIDO

Excelent inspiring DJS
* LA ROS (Bologna)
* MAURO BERARDI (Roma)
* GORAN NIKŠIČ (Zagreb)
* SERGIO PISCITELLO (Palermo)
* CARLO CARCANO (Como)
* RADO MIKLAVČIČ (Ljubljana)
* JOËL SILVA (Porto&Ljubljana)


>> latest news :: REGISTRATIONS are open!
www.tangofestival.si

* * * * *
And more sweet essentials you deserve and get every year: 
- venues in the centre of Ljubljana (near train station) with a charm of Ljubljana’s old city vibrations >> walking distance between classes and (afernoon!) all milongas :)
- friendly atmosphere with hospitable organising team
- marathon-like compact festival with almost 40 hours of dancing 
- splendid performances on 2 very special night milongas in a beautiful dancehall created by famous Slovenian architect Plečnik
- warm, superfriendly athmosphere on 3 joyfull afternoon milongas (walking distance from a workshops venue)
- opening (Thursday) festival milonga (Thursday) in a famous art-deco Cafe Union in the heart od the old city
- a big dancehall 'Festivalna dvorana' will host 5 main milongas: Friday + Saturday + Sunday
- exceptinal ‘playground mood’ at workshops with extraordinary maestros in high-quality dance-rooms
- great wooden floor for one of the best dance experience you wish
- accommodation for all needs in the city centre and close to (walking distance) festival’s milongas and workshops.

Joinu us!!! Loking forward so much to have you in Ljubljana for this cuddling togetherness in November :)

Janja Frank & Primož Krajnik


___________________________________________
* Previous Ljubljana's festival editions *
Ljubljana triggered a big tango movement in the region 14 years ago and has inspired many new tango festivals and marathons in  this decade, filling the region with vibrations of lush tango meetings all year around.

Maestros

2005
Osvaldo Zotto & Lorena Ermocida
Osvaldo ‘Pies de miel’ & Coca Cartery
Julio Balmaceda & Corina de la Rosa
Andrea Misse & Leandro Palou

2006
Osvaldo Zotto & Lorena Ermocida
Julio Balmaceda & Corina de la Rosa
Osvaldo ‘Pies de miel’ & Coca Cartery 
Pablo Ojeda y Beatriz Romero

2007
Sebastian Arce & Mariana Montes
Dana Frigoli & Pablo Villarazza
Leandro Palou & Romina Godoy
Sebastian Misse & Andrea Reyero

2008
Chicho Frumboli & Juana Sepulveda
Sebastian Arce & Mariana Montes
Noelia Hurtado & Pablo Rodriguez

2009
Chicho Frumboli & Juana Sepulveda
Sebastian Arce & Mariana Montes
Adrian Veredice & Alejandra Hobert

2010
Sebastian Arce & Mariana Montes
Evgenia Parilla & Pablo Inza
Federico Naveira & Ines Muzzopappa

2011
Ariadna Naveira & Fernando Sanchez
Bruno Tombari & Mariangeles Caamano

2013
Ariadna Naveira & Fernando Sanchez
Noelia Hurtado Carlos Espinoza
Tajana Burger Casas & Osky Casas
Pino Dangiola & Gilda Stillbäck

2014
Noelia Hurtado Carlos Espinoza
Ariadna Naveira & Fernando Sanchez

2015
Noelia Hurtado Carlos Espinoza
Ariadna Naveira & Fernando Sanchez

2016
Chicho Frumboli & Juana Sepulveda
Nicholas Jones & Diana Cruz

2017
Chicho Frumboli & Juana Sepulveda
Nicholas Jones & Diana Cruz

2018
Noelia Hurtado Carlos Espinoza
Pablo Inza & Sofia Saborido

DJs
In last 13 years many excellent DJs co-created fetivals and built up unforgetable buena onda: Felix Picherna, Super Sabino Cirulli, Sandro Puliti, Alan Spotti, Anna & Melenita, Christos Pater, Bachar Bitar, Bärbel Ruecker, Goran Nikšič, Darko Popovič, Rado Miklavčič, La Ros - Rossana Capasso, Luca Lamberti, Pino Dangiola, JeanPr De Tango, Osky Casas, El Chino Nechi, Sonja, Živanović, Fabiola Loik, Hiba Faisal, Michele Usoni, Alessandro Cipolla, Joel Silva, Mauro Berardi, Claudio Coppolla, Sergio Piscitello, Carlo Carcano.",2019-11-07 14:00:00,2986,111980668819694
Challe SALLE 14.9.2019 La Siesta,"-----------SOBOTA 14.9.2019 -----------
Kot smo obljubili začenjamo odlično sezono 
najboljših zabav v Klubu La Siesta .
Na naš oder prvič prihaja odlični Challe Salle.
Vstopnine NI !
-----------------------------------------------------
Za najboljšo zabavo bodo poskrbeli :
- Challe Salle
    -Lagano-https://www.youtube.com/results?search_query=challe+salle+lagano
     -Jackpot - https://www.youtube.com/watch?v=afIsIU8Mfe8
     - Legenda - https://www.youtube.com/watch?v=gmjhIz-cYWQ
     - Poln kufer - https://www.youtube.com/watch?v=sPKj-K6dWmo
 - DJ KAOS
-----------------------------------------------------
Vstop v lokal +16, točenje alkoholnih pijač +18!
Najboljša zabava na vasi!!!

La Siesta - kavarna, hrana in klub
Nova Vas pri Markovcih (Industrijska cona)",2019-09-14 22:00:00,553,1048544891847659
Muzikal Briljantina v Kranju,"Leta 1970 sta Jim Jacobs in Warren Casey napisala muzikal o življenju najstnikov, kot sta jih videvala v njuni šoli. Briljantina je bila premierno uprizorjena leta 1971 na sceni nočnega kluba Kingston Mines v Chicagu. Leto kasneje je bila Briljantina prvič uprizorjena tudi na Broadwayu.

Briljantina se dogaja v začetku šolskega leta, konec petdesetih let. Govori o mladih ljudeh različnih socialnih statusov, ki jim je skupna želja po prijateljstvu in ljubezni. Osrednja lika muzikala sta neotesan in predrzen fant Danny in pridno, lepo vzgojeno dekle Sandy. Muzikal Briljantina je bil z velikim uspehom uprizorjen v gledališčih širom sveta.

K svetovnemu uspehu muzikala je pripomogel tudi film iz leta 1978, v katerem sta glavni vlogi odigrala takrat mlad in uspešen igralec John Travolta kot Danny in pevka avstralskega rodu Olivia Newton John v vlogi Sandy. Tudi v Sloveniji je bil film z naslovom Briljantina velika uspešnica in mnogi so se takrat učili plesnih korakov, ki so jih videli v filmu.

Vlogo Sandy igrata Saša Lešnjek in Maša Medved, vlogo Dannyja pa Luka Markus Štajer in Matjaž Kumelj (vskok). V ostalih igralskih vlogah nastopajo Mariša Jagodič, Nastja Vodenik, Rahela Horvat Toš, Ana Ferme, Perrine Šmarčan, Tim Lončar, Luka Cvetičanin, Žiga Lukman, Gašper Oblak, Niko Krhlanko, Klemen Mramor, Matevž Derenda, Melani Mekicar, Katja Škofic, Nika Mlekuž in Žiga Bunič. V igralski zasedbi so poleg izbrancev z avdicije tudi velika imena slovenskih odrskih desk: Janez Hočevar – Rifle, Gojmir Lešnjak – Gojc, Uroš Smolej, Domen Valič,  Alenka Tetičkovič in Desa Muck.

V plesni skupini nastopajo talentirani mladi slovenski plesalci.

Predstava je prilagojena velikosti odra.

Predstava traja 2 uri in 45 minut in ima en odmor.",2019-08-18 20:30:00,624,649465731734692
